lemma,part_of_speech,hyponyms
lastingness,noun,changelessness;continuity;everlastingness;indestructibility;tensile strength
late blight,noun,celery blight
lateness,noun,posteriority
latent heat,noun,heat of condensation;heat of fusion;heat of solidification;heat of sublimation;heat of vaporization
laterality,noun,ambidexterity;left-handedness;right-handedness
lateran council,noun,fifth lateran council;first lateran council;fourth lateran council;second lateran council;third lateran council
latex,noun,rubber
lathe,noun,bench lathe
lather,noun,shaving cream
lather,verb,birch;cat;cowhide;flagellate;horsewhip;leather;switch
latin american,noun,spic;transmigrante
latinian language,noun,catalan;french;galician;haitian creole;italian;portuguese;rhaeto-romance;romanian;spanish
latitude,noun,horse latitude;polar circle;tropic
lattice,noun,space lattice|trellis
latticework,noun,trellis
latvian monetary unit,noun,lats;santims
laudator,noun,clapper
lauder,noun,clapper
laugh,noun,cachinnation;cackle;chortle;giggle;guffaw;hee-haw;snicker;titter|belly laugh;dirty joke;ethnic joke;funny story;in-joke;one-liner;shaggy dog story;sick joke;sight gag
laugh,verb,bellylaugh;bray;break up;cachinnate;cackle;chuckle;convulse;giggle;guffaw;roar;snicker
laugher,noun,titterer
laughingstock,noun,april fool
laughter,noun,cachinnation;cackle;chortle;giggle;guffaw;hee-haw;snicker;titter
launch,noun,rocket firing
launch,verb,blast off;float|launch
launcher,noun,bazooka
launching,noun,induction;naturalization;product introduction;ushering in|rocket firing
launching,verb,blast off;float|launch
laundering,verb,acid-wash;cradle;handwash;machine wash;pressure-wash;rinse;stonewash;suds;wash out;water-wash
laundry,noun,launderette;washhouse
laurel,noun,california laurel;camphor tree;cassia;cinnamon;laurel-tree;saigon cinnamon;sassafras;true laurel
laurel wreath,noun,air medal;bronze star medal;croix de guerre;distinguished conduct medal;distinguished flying cross;distinguished service cross;distinguished service medal;distinguished service order;medaille militaire;medal of honor;navy cross;oak leaf cluster;order of the purple heart;silver star medal;victoria cross
laurels,noun,academic degree;academy award;aliyah;cachet;citation;decoration;emmy;letter;mention;nobel prize;pennant;prix de rome;prix goncourt;trophy;trophy|esteem;fame;glory;repute|california laurel;camphor tree;cassia;cinnamon;laurel-tree;saigon cinnamon;sassafras;true laurel
lav,noun,head;public toilet;washroom;water closet
lava,noun,aa;pahoehoe;pillow lava
lavage,noun,gastric lavage
lavation,noun,ablution;dishwashing;laundering;rinse;soak;washing-up;washup;window-washing
lavatory,noun,head;public toilet;washroom;water closet
law,noun,administrative law;canon law;civil law;common law;international law;law of the land;martial law;mercantile law;military law;mosaic law;securities law;shariah;statutory law;tax law|anti-drug law;anti-racketeering law;antitrust legislation;blue law;blue sky law;fundamental law;gag law;homestead law;poor law;prohibition;public law;riot act;statute of limitations|divine law;principle;sound law|all-or-none law;archimedes' principle;avogadro's law;benford's law;bernoulli's law;bose-einstein statistics;boyle's law;coulomb's law;dalton's law;distribution law;equilibrium law;fechner's law;fermi-dirac statistics;gay-lussac's law;henry's law;hooke's law;hubble's law;kepler's law;kirchhoff's laws;law of averages;law of constant proportion;law of diminishing returns;law of effect;law of equivalent proportions;law of gravitation;law of mass action;law of multiple proportions;law of thermodynamics;mendel's law;newton's law of motion;ohm's law;pascal's law;pauli exclusion principle;periodic law;planck's law;planck's radiation law;principle;principle of relativity;stevens' law;weber's law|contract law;corporation law;matrimonial law;patent law|europol;gendarmerie;mutawa'een;posse;royal canadian mounted police;schutzstaffel;scotland yard;secret police
law-breaking,noun,attack;barratry;capital offense;cybercrime;felony;forgery;fraud;had crime;hijack;mayhem;misdemeanor;perpetration;statutory offense;tazir crime;thuggery;treason;vice crime;victimless crime;war crime
law-makers,noun,congress;congress;diet;duma;house;legislative council;parliament;senate
law degree,noun,bachelor of laws;master of laws
law enforcement,noun,vigilantism
law enforcement agency,noun,bureau of alcohol tobacco and firearms;criminal investigation command;drug enforcement administration;federal bureau of investigation;federal bureau of prisons;federal judiciary;federal law enforcement training center;financial crimes enforcement network;national institute of justice;police;united states marshals service
law of motion,noun,first law of motion;second law of motion;third law of motion
law of nations,noun,maritime law
law of nature,noun,all-or-none law;archimedes' principle;avogadro's law;benford's law;bernoulli's law;bose-einstein statistics;boyle's law;coulomb's law;dalton's law;distribution law;equilibrium law;fechner's law;fermi-dirac statistics;gay-lussac's law;henry's law;hooke's law;hubble's law;kepler's law;kirchhoff's laws;law of averages;law of constant proportion;law of diminishing returns;law of effect;law of equivalent proportions;law of gravitation;law of mass action;law of multiple proportions;law of thermodynamics;mendel's law;newton's law of motion;ohm's law;pascal's law;pauli exclusion principle;periodic law;planck's law;planck's radiation law;principle;principle of relativity;stevens' law;weber's law
law of thermodynamics,noun,conservation of energy;second law of thermodynamics;third law of thermodynamics;zeroth law of thermodynamics
law officer,noun,attorney general;border patrolman;constable;deputy;flatfoot;lieutenant;marshal;military policeman;narc;police sergeant;policeman;prison guard;sheriff;solicitor general;texas ranger;warden;warder
lawfulness,noun,legality;legitimacy;licitness
lawgiver,noun,legislator;promulgator
lawlessness,noun,nihilism
lawmaker,noun,legislator;promulgator
lawmaking,noun,criminalization;decriminalization;enactment
lawman,noun,attorney general;border patrolman;constable;deputy;flatfoot;lieutenant;marshal;military policeman;narc;police sergeant;policeman;prison guard;sheriff;solicitor general;texas ranger;warden;warder
lawn mower,noun,hand mower;power mower
lawn tennis,noun,doubles;professional tennis;royal tennis;singles
lawn tool,noun,edger;hedge trimmer;lawn mower
laws,noun,administrative law;canon law;civil law;common law;international law;law of the land;martial law;mercantile law;military law;mosaic law;securities law;shariah;statutory law;tax law|anti-drug law;anti-racketeering law;antitrust legislation;blue law;blue sky law;fundamental law;gag law;homestead law;poor law;prohibition;public law;riot act;statute of limitations|divine law;principle;sound law|all-or-none law;archimedes' principle;avogadro's law;benford's law;bernoulli's law;bose-einstein statistics;boyle's law;coulomb's law;dalton's law;distribution law;equilibrium law;fechner's law;fermi-dirac statistics;gay-lussac's law;henry's law;hooke's law;hubble's law;kepler's law;kirchhoff's laws;law of averages;law of constant proportion;law of diminishing returns;law of effect;law of equivalent proportions;law of gravitation;law of mass action;law of multiple proportions;law of thermodynamics;mendel's law;newton's law of motion;ohm's law;pascal's law;pauli exclusion principle;periodic law;planck's law;planck's radiation law;principle;principle of relativity;stevens' law;weber's law|contract law;corporation law;matrimonial law;patent law|europol;gendarmerie;mutawa'een;posse;royal canadian mounted police;schutzstaffel;scotland yard;secret police
lawsuit,noun,civil suit;class action;countersuit;criminal suit;moot;paternity suit
lawyer,noun,advocate;ambulance chaser;barrister;conveyancer;defense attorney;divorce lawyer;prosecutor;public defender;referee;solicitor;trial attorney
laxation,noun,bowel movement;hematochezia;shit;urochesia|untying
layabout,noun,clock watcher;couch potato;dallier;dawdler;daydreamer;goldbrick;lazybones;lie-abed;loon;slacker;sluggard;spiv;sunbather;trifler;whittler
layer,noun,backing;blanket;course;cushion;interlayer;lift;overlay;ply;tier;wall|asthenosphere;cell wall;chromosphere;crust;exosphere;hydrosphere;lithosphere;lower mantle;mantle;mesosphere;ozone layer;snow;stratosphere;stratum;surface;thermosphere;tropopause;troposphere;upper mantle|blastoderm;hypodermis
laying,verb,appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|blow;bury;lay;rail;rebury|spawn
layman,noun,lay reader
layover,noun,night-stop;pit stop;pit stop;stand
layperson,noun,lay reader
laziness,noun,faineance;shiftlessness
lcd,noun,active matrix screen;passive matrix display
ldl cholesterol,noun,oxidized ldl cholesterol
lea,noun,commons;cow pasture
lead,noun,hard lead;hard lead;pig lead|co-star;film star;idol;television star|clip lead
lead,verb,beacon;hand;mislead;usher|lead|entail;necessitate|draw away|give|come;go far;radiate|captain;chair;spearhead;take hold|lead
lead-acid accumulator,noun,car battery
lead-acid battery,noun,car battery
lead glass,noun,paste
lead ore,noun,massicot
leader,noun,aristocrat;bellwether;boss;caller;captain;cheerleader;choragus;civic leader;commander;demigod;duce;employer;father;fugleman;galvanizer;guide;guru;head;headman;hero;imam;instigator;labor leader;lawgiver;malik;military leader;misleader;model;nationalist leader;pied piper;point man;point woman;politician;politician;presiding officer;puppet ruler;religious leader;scoutmaster;spearhead;spiritual leader;strike leader;superior;torchbearer;trainer
leaders,noun,high command;rome|aristocrat;bellwether;boss;caller;captain;cheerleader;choragus;civic leader;commander;demigod;duce;employer;father;fugleman;galvanizer;guide;guru;head;headman;hero;imam;instigator;labor leader;lawgiver;malik;military leader;misleader;model;nationalist leader;pied piper;point man;point woman;politician;politician;presiding officer;puppet ruler;religious leader;scoutmaster;spearhead;spiritual leader;strike leader;superior;torchbearer;trainer
leadership,noun,helm;lead;trend setting|high command;rome|generalship
leaf,noun,amplexicaul leaf;blade;cataphyll;compound leaf;crenate leaf;dandelion green;dentate leaf;emarginate leaf;entire leaf;erose leaf;fig leaf;floral leaf;frond;greenery;leaflet;lobed leaf;pad;parallel-veined leaf;parted leaf;pitcher;prickly-edged leaf;rosette;runcinate leaf;scale;serrate leaf;simple leaf;sporophyll|flyleaf;interleaf;page|drop-leaf
leaf-nosed bat,noun,false vampire;hognose bat;horseshoe bat;horseshoe bat;macrotus;orange bat;phyllostomus hastatus;spearnose bat
leaf beetle,noun,colorado potato beetle;flea beetle
leaf blight,noun,fire blight;needle blight
leaf bug,noun,lace bug;mirid bug
leafage,noun,amplexicaul leaf;blade;cataphyll;compound leaf;crenate leaf;dandelion green;dentate leaf;emarginate leaf;entire leaf;erose leaf;fig leaf;floral leaf;frond;greenery;leaflet;lobed leaf;pad;parallel-veined leaf;parted leaf;pitcher;prickly-edged leaf;rosette;runcinate leaf;scale;serrate leaf;simple leaf;sporophyll
leafhopper,noun,jassid
leaflet,noun,pinna|blue book;ticket book
leafnose bat,noun,false vampire;hognose bat;horseshoe bat;horseshoe bat;macrotus;orange bat;phyllostomus hastatus;spearnose bat
leafstalk,noun,phyllode
leafy vegetable,noun,beet green;chard;chop-suey greens;dandelion green;french sorrel;lamb's-quarter;salad green;sorrel;spinach;sprout;turnip greens;wild spinach
league,noun,baseball league;basketball league;bowling league;class;football league;hockey league;ivy league;major league;minor league|iroquois league
leak,verb,bilge
leanness,noun,abstemiousness;sparseness;wateriness|bonyness;skinniness;slenderness;wiriness
leap,noun,caper;pounce|quantum jump|quantum leap|elevation
leap,verb,bounce;bounce;burst;caper;capriole;curvet;galumph;hop;hop;leapfrog;pronk;saltate;ski jump;vault;vault
leaping,noun,caper;pounce
leaping,verb,bounce;bounce;burst;caper;capriole;curvet;galumph;hop;hop;leapfrog;pronk;saltate;ski jump;vault;vault
learned person,noun,polymath
learned profession,noun,law;medicine;theology
learned reaction,noun,conditional reflex
learned response,noun,conditional reflex
learnedness,noun,letters
learner,noun,memorizer;quick study;swot;tutee|printer's devil
learning,noun,conditioning;developmental learning;digestion;education;imprinting;internalization;language learning;memorization;study;transfer|letters
learning,verb,absorb;catch up;relearn;study|ascertain;discover;get the goods;trip up;wise up|understudy|audit;drill;train|catechize;coach;condition;drill;enlighten;ground;indoctrinate;induct;lecture;mentor;reinforce;spoonfeed;train;tutor;unteach;unteach|test
learning disability,noun,dyscalculia;dysgraphia;dyslexia
learning disorder,noun,dyscalculia;dysgraphia;dyslexia
lease,noun,car rental;sublease
lease,verb,sublet
leather,noun,alligator;buckskin;buff;calf;chamois;cordovan;cowhide;crushed leather;deerskin;doeskin;glove leather;grain;horsehide;kid;mocha;morocco;ooze leather;patent leather;piece of leather;pigskin;roan;russia leather;sheepskin;shoe leather;suede;white leather
leather strip,noun,lash;strap;thong
leave,noun,compassionate leave;furlough;pass;sabbatical;shore leave;sick leave;terminal leave|valediction
leave,verb,come away;decamp;depart;depart;desert;go out;go out;hightail;pop off;pull out;ride off;run off;rush off;scat;scram;slip away;tarry;vacate;walk off;walk out|abandon;jilt|let|eject;fall out;file out;get off;go;hop out;log out;pop out;step out;undock|lead|drop out;leave office|devise;fee-tail;pass on;remember|widow|convey
leave-taking,noun,valediction
leave of absence,noun,compassionate leave;furlough;pass;sabbatical;shore leave;sick leave;terminal leave
leaven,noun,baking powder;sourdough;yeast
leavening,noun,baking powder;sourdough;yeast
leaving,noun,boarding;breaking away;disappearance;dispatch;exit;farewell;french leave;sailing;takeoff;withdrawal
leaving,verb,come away;decamp;depart;depart;desert;go out;go out;hightail;pop off;pull out;ride off;run off;rush off;scat;scram;slip away;tarry;vacate;walk off;walk out|abandon;jilt|let|eject;fall out;file out;get off;go;hop out;log out;pop out;step out;undock|lead|drop out;leave office|devise;fee-tail;pass on;remember|widow|convey
lebanese monetary unit,noun,lebanese pound
lecanora,noun,archil;manna lichen
leclanche cell,noun,dry cell
lecture,noun,curtain lecture;sermon|talk
lecture,verb,preach|chastise;tell off
lecturing,noun,talk
lecturing,verb,preach|chastise;tell off
led,noun,organic light-emitting diode
led,verb,beacon;hand;mislead;usher|lead|entail;necessitate|draw away|give|come;go far;radiate|captain;chair;spearhead;take hold|lead
ledge,noun,berm
ledgeman,noun,stone breaker
ledger,noun,cost ledger;daybook;general ledger;subsidiary ledger
